id,name,url,image_url,popularity,genres,total_followers,uri
7jy3rLJdDQY21OgRLCZ9sD,Foo Fighters,https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD,https://i.scdn.co/image/ab6761610000e5eb07be1890ac379235723258de,79,"['rock', 'post-grunge', 'alternative rock', 'grunge']",12773896,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD
